,quote,classe,methode of collection,groupe,source URL
4235,ذات صلة,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4236, حكمة عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4237, أقوال مأثورة عن العدل,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4238, أفضل الولاة من بقي بالعدل ذكره، واستمده من بعده.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4239,من العدل أن يأتي الرجل من الحجج لخصومه، بمثل ما يأتي به لنفسه.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4240, ليس من العدل أن تطلب من الآخرين ما لست أنت مستعداً لفعله.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4241,لا يمكن أن تكون العدالة لطرف واحد، وإنما لكلا الطرفين.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4242,سأقيم العدل لأمنع الظلم، بنشر العلم، وإزالة الجهل، فبالعدل نرقى، ونسمو، وبالظلم نخسر، وندنو.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4243,لا يستطيع أحد أن يمنحك الحرية، ولا يستطيع أحد أن يمنحك المساواة أو العدالة أو أي شيء آخر، فإن كنت رجلاً، فعليك أن تأخذها بنفسك.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4244,أقم العدل بحياتك، ومع غيرك ليصل الحق إلى أهله، وتكسب الأجر، وتكن سبباً في نشر الخير.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4245,يوم العدل على الظالم، أشد من يوم الجور على المظلوم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4246,لا يكون العمران حيث لا يعدل السلطان.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4247,العدل يوفر الأمان للضعيف، والفقير، ويُشْعره بالعزة، والفخر .,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4248,إذا حكمت، فاحكم بالعدل، وإذا دبرت، فلا تترك شيئاً للمصادفة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4249,أريد أن أكون مع الحقيقة كيفما كان مصدرها، ومع العدل المجرد أياً كان المستفيد أو المتضرر منه، ومع الإنسان أولاً، وقبل كل شيء، ومع الإنسانية جمعاء.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4250,عندما يدخل الثأر من الباب، تخرج العدالة من المدخنة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4251,العدالة تشتمل على كل الفضائل، والعادل امرئ طيب.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4252,لم يكن الناس ليعرفوا العدل لو لم يكن هناك ظلم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4253,نريد الحرية، والعدل، والمساواة بأي طريقة كانت.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4254,إن العدل أقل تكلفة من الظلم، والأمن أقل كلفة من الحرب.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4255,من العدل أن أحاول خلق شيء يتيح لي أن أعيش ميسوراً أو يتيح لي على الأقل أن أموت.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4256,العدالة ثمينة جداً، ولذلك هي تكلف غالياً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4257,العدل يؤدي إلى الحياة، ولكن الذي يتبع الشر يجد الموت.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4258,العدالة المتطرفة هي ظلم متطرف.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4259, الإسلام دين الوسطيّة، فهو يعدل في كلّ أمور الحياة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4260,أقرب موارد العدل القياس على النفس.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4261,يتحقق السلام بوجود العدل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4262,وبين الظلم الظاهر، والعدل الخفي، خيط رفيع لا يراه إلا أهل القلوب.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4263,أقرب موارد العدل القياس على النفس.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4264,إذا رغبت الملوك عن العدل، رغبت الرعية عن الطاعة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4265,من يؤكد لي أن هؤلاء الأحرار القائمين بطلب العدل، والحرية لا يصيرون عبيداً للظالمين غداً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4266,قد لا ينقذ من يطلب العدل العالم ولكنه ينقذ نفسه.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4267,أسوأ أنواع الظلم، الادعاء بأن هناك عدلاً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4268,إذا لم يعدل المعلم بين الصبيان كُتِبَ من الظلمة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4269,حاربنا من أجل السلام الوحيد الذي يستحق وقفة سلام، وهو السلام القائم على العدل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4270,كل الفضائل تتلخص في التعامل بعدالة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4271,كن عادلاً قبل أن تكون كريماً، فالضروريات تسبق الكماليات.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4272,لا تمش في الناس إلا رحمة لهم، ولا تعاملهم إلا بإنصاف.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4273,إن المستبد فرد عاجزاً، لا حول له ولا قوة إلا بأعوانه أعداء العدل، وأنصار الجور.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4274,إن حكمت، فاحكم بالعدل، ولا تدخل الهوى فيما يثقل حكماً، أو يدع مجرماً لا يرجى إصلاحه يفلت من عقاب.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4275,ثق أن كل ما تعطيه للناس سيعود عليك، ولن تُبخس مقدار ذرة، هذا عدل الله بقدر ما أعطيت بقدر ما ستأخذ.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4276,كن محسناً في تعاملك مع الآخرين، وعادلاً في حياتك.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4277,لا تستقيم الأمور إلا بالعدل، والإحسان إلى الآخرين من أجمل الأمور.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4278,عش حياتك على مبدأ، كُن محسنًا حتى وإن لم تلقَ إحسانًا، ليس لأجلهم، بل لأن الله يحب المحسنين.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4279,إن العدل والإحسان من أهم المفاهيم في الحياة التي إذا طبقناها سنحصل على السعادة، والراحة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4280,كن محسناً بتعاملك، لطيفاً بتصرفاتك، عدلاً في حياتك. ,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4281,أحقُّ النَّاس بالإحْسَان مَن أحسن الله إليه، وأولاهم بالإنصاف مَن بُسِطت القدرة بين يديه؛ فاسْتَدِم ما أوتيت مِن النِّعم بتأدية ما عليك مِن الحقِّ.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4282,العدالة دون قوة عاجزة، والقوة دون عدالة طاغية.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4283,يجب أن تقترن العدالة بالقوة، بحيث يصبح كل شيء عادلاً قوياً، وكل قوي عادل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4284,من استعمل العدل استغنى عن الشجاعة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4285,العين بالعين والسن بالسن.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4286,كما تدين تدان.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4287,عدل قائم خير من عطاء دائم.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4288,صاحب الحق عينه قوية.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4289,كن عادلا قبل أن تكون كريماً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4290,الحق دولة والباطل جولة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4291,العدل أساس الملك.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4292,قبلة يد الإمام العَدل طاعة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4293,نحب العدل، وقلما نحب العادلين.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4294,لن تكون عادلاً ما لم تكن إنساناً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4295,العدل هو إعطاء كل ذي حق حقه.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4296,لا يمكن تفضيل شيء قبل العدالة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4297, المرء لا تعذبه الاضطهادات إذا كان عادلاً.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4298,العدالة هي الحقيقة المتحركة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4299,لا تخش من العدل، ولكن خف من القاضي.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4300,العادل فائز، والمتعسف على سبيل الهلكة.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4301,سلطان بلا عدل، كالنهر بلا ماء.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4302,المساواة بالظلم، عدل.,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4303,يقول جبران خليل جبران:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4304,يقول محمود سامي البارودي:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4305,يقول أبو قاسم الشابي:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4306,يقول نزار قباني:,العدلُ والإنصافُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%B9%D8%AF%D9%84
4307,ذات صلة,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4308, حكمة عن القناعة,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4309, حكم عن القناعة والرضا,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4310,عليكم بالقناعة والصبر، فالحياة ليست منصفة دائماً.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4311,زينة الغني الكرم وزينة الفقير القناعة وزينة المرأة العفة.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4312,القناعة خير من الغنى.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4313,لا يصرخ الكلب إذا رميته بعظمة.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4314,الاتكال على حمارك خير من الاتكال على حصان جارك.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4315,في العالم كثيرون من يبحثون عن السعادة وهم متناسين فضيلة القناعة.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4316,رأيت القناعة رأس الغنى.. فصرت بأذيالها متمسك فلا ذا يراني على بابه.. ولا ذا يراني به منهمك فصرت غنيا بلا درهم.. أمر على الناس شبه الملك.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4317,شرط الرضا أن يستوي المنع والعطاء.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4318,ال(لا) التي تلفظ عن قناعة عميقة أفضل من النعم التي تلفظ لمجرد الإرضاء، أو أسوأ من ذلك، لتجنب المتاعب.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4319,اثنان لا يصطحبان أبداً: القناعة والحسد، واثنان لا يفترقان أبداً الحرص والحسد.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4320,الغرب رمز الطموح، والشرق رمز القناعة.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4321,القناعة لا تُعارض الطموح، القناعة هي حدود الممكن للطموح.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4322,ينبغي أحيانا اعتبار اللفت إجاصا.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4323,القناعة هي حجر الفلاسفة الذي يحول كل ما يمسه ذهبا.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4324,لو أصغت الطبيعة إلى مواعظنا في القناعة لما جرى فيها نهر إلى البحر ولما تحول شتاء إلى ربيع.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4325,إذا طلبت العز فاطلبه بالطاعة وإذا أردت الغنى فاطلبه بالقناعة فمن أطاع الله عز نصره ومن لزم القناعة زال فقره.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4326,العبد حر إذا قنع والحر عبد إذا طمع.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4327,من قنع شبع.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4328,إن في القنوع لسعة وإن في الاقتصاد لبلغة وإن في الزهد لراحة ولكل عمل أجر وكل آت قريب.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4329,القناعة خير من الضراعة والتقلل خير من التذلل والفرار خير من الحصار.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4330,الإنسان الراضي بقدره لا يعرف الخراب.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
4331,من لا يرضى بالقليل لا يرضى أبدا.,القناعةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B9%D8%A9
