,quote,classe,methode of collection,groupe,source URL
6170,الرسم هو صدق الفن. لا مجال للخداع، فإمّا جيد أو سيء. - سلفادور دالي,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6171,أفضل الخدع وأسلمها هي الحقيقة البحتة، فلا أحد يصدقها. - ماكس فريش,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6172,الخبث الاكثر تغطية هو الأسوء. - مرغريث دي نافار. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6173,الخيانة لا تزدهر، لأنها إذا ازدهرت فلن يجرؤ أحد على تسميتها خيانة. - جون هارينغتون,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6174,الخبثاء يخونون أنفسهم بأنفسهم. - غروسيه. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6175,لا شيء أصعب من تجنب خداع المرء لنفسه. - لودفيغ فيتغنشتاين,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6177,لا أحد يخدعنا، انما نحن نخدع أنفسنا. - غوته. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6178,غالبا ما ينقلب الخداع على صاحبه. - لافونتين. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6180,الوسيلة الحقيقية لكي يخدع المرء هي أن يعتقد أنه أذكى من الآخرين. - لاروشفوكو. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6181,المخادع فقط يستطيع أن يكون ذا وجهين والأغبياء يصدقونه والمجرمون يصفقون له. - جلال الخوالدة. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6182,لا يخدع من يعلم أنه خدع. - نيكولو مكيافيلي. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6184,المنافق الحقيقي هو الذي لا يُدرَك خِداعُه لأنه يكذب بصدق. - أندريه جيد. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6185,خداع واحد فقط هو الممكن في المطلق، ألا وهو خداغ النفس. - سورين كيركغارد. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6186,يسهل خداع الشباب لأنهم يستعجلون الأمل. – أرسطو. ,الافتراءُ والبهتانُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B0%D8%A8_%D9%88%D8%A7%D9%84%D8%AE%D8%AF%D8%A7%D8%B9
6233,١ أجمل الأقوال والحكم عن التأني والعجلة,التسرعُ والتهورُ والعجلةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%A7%D9%84%D8%AD%D9%83%D9%85
6234,٢ أجمل الأقوال والحكم عن الإخلاص,التسرعُ والتهورُ والعجلةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%A7%D9%84%D8%AD%D9%83%D9%85
6235,٣ أجمل الأقوال والحكم عن الرحمة,التسرعُ والتهورُ والعجلةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%A7%D9%84%D8%AD%D9%83%D9%85
6236,٤ أجمل الأقوال والحكم عن العلم,التسرعُ والتهورُ والعجلةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%A7%D9%84%D8%AD%D9%83%D9%85
6275, الصدق، والإخلاص، البساطة والتواضع، والكرم، وغياب الغرور، والقدرة على خدمة الآخرين – وهي صفات في متناول كل نفس هي الأسس الحقيقية لحياتنا الروحية.,التسرعُ والتهورُ والعجلةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D8%AC%D9%85%D9%84_%D8%A7%D9%84%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%A7%D9%84%D8%AD%D9%83%D9%85
6328,١ الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6329,٢ أقوال عن الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6330,"٣ شعر عن الخذلان
٣.١ قصيدة الخذلان
٣.٢ قصيدة جوائز الخذلان
٣.٣ قصيدة البكاء
",التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6331,٣.١ قصيدة الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6332,٣.٢ قصيدة جوائز الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6333,٣.٣ قصيدة البكاء,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6334,٤ خواطر عن الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6335,٥ أقوال عن خيبة الأمل,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AE%D8%B0%D9%84%D8%A7%D9%86
6366,١ عبارات عن الخذلان من أقرب الناس,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
6367,٢ كلام عن الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
6368,٣ عبارات قصيرة عن الخذلان,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
6369,٤ عبارات للخذلان معبرة وحزينة,التخاذلُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%B9%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA_%D8%B9%D9%86_%D8%AE%D8%B0%D9%84%D8%A7%D9%86_%D8%A3%D9%82%D8%B1%D8%A8_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
6443,قال رسول اله صلى الله عليه وسلم: ألا أدلكم على ما يمحو الله به الخطايا ويرفع به الدرجات.. قالوا: بلى يا رسول الله قال: إسباغ الوضوء على المكاره، وكثرة الخطى إلى المساجد، وانتظار الصلاة بعد الصلاة، فذلكم الرابط فذلكم الرباط.. بايعنا رسول الله صلى الله عليه وسلم على السمع والطاعة والعسر واليسر، والمنشط والمكره، وعلى أثرة علينا، وعلى ألا تنازع الأمر لأهله، إلا أن تروا كفرا بواحا عندكم من الله تعالى فيه برهان- وعلى أن نقول بالحق أينما كنا، لا نخاف في الله لومة لائم.,البغضُ والكراهيةُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D9%83%D8%B1%D8%A7%D9%87%D9%8A%D8%A9
6487,١ حكم عربية جميلة,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%AC%D9%85%D9%8A%D9%84%D8%A9
6488,٢ حكم و عبر عربية جميلة,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%AC%D9%85%D9%8A%D9%84%D8%A9
6489,٣ أقوال عربية جميلة,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%AC%D9%85%D9%8A%D9%84%D8%A9
6490,٤ أجمل الحكم العربية,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%AC%D9%85%D9%8A%D9%84%D8%A9
6509, ‏أحب الأشخاص الأقوياء .. وخاصة، أولئك الذين تكمن قوتهم في رقتهم وعطفهم.,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9_%D8%AC%D9%85%D9%8A%D9%84%D8%A9
6596,١ حكم في اللؤم واللئيم,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A6%D9%8A%D9%85
6597,٢ أقوال السَّلف والعلماء في اللُّؤم,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A6%D9%8A%D9%85
6598,٣ شعر عن اللئيم,البطرُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D9%88%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D9%84%D8%A6%D9%8A%D9%85
6641,١ حكم في التعامل مع الناس,التفريطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%85%D9%84_%D9%85%D8%B9_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
6642,٢ فيديو فن التعامل مع الاخرين,التفريطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%81%D9%8A_%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%85%D9%84_%D9%85%D8%B9_%D8%A7%D9%84%D9%86%D8%A7%D8%B3
6777,١ حكم وأمثال وبعض الكلام,التفريطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D9%88%D8%A8%D8%B9%D8%B6_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
6778,٢ حكم وأمثال متنوعة,التفريطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D9%88%D8%A8%D8%B9%D8%B6_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
6826,إخسر ما تشاء، ولكن إحذر أن تخسر قلباً يحاول أن يفعل الكثير من أجلك، فهناك قلوب لا‌ تعوض أبداً.,التفريطُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D9%88%D8%A8%D8%B9%D8%B6_%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85
6847,١ حكم عن الغضب,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6848,٢ أقوال عن الغضب,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6905,إذا كان غريمك سريع الغضب – احرص على مضايقته وإثارة غيظه.. تظاهر بالضعف حتى يتمادى في غروره. - سون وو,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6906,الذين هم في ثورة الغضب يفقدون كل سلطان على أنفسهم. - أرسطو,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6907,سجل.. أنا عربي أنا اسم بلا لقب يعيش بفورة الغضب.. جذوري قبل ميلاد الزمان رست وقبل تفتح الحقب.. سجل أنا عربي !. - محمود درويش ( شاعر فلسطيني ),التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6908,عند الغضب يجب أن نمتنع عن أربعة أشياء : الحكم على الآخرين، واتخاذ القرارات والحديث مع الآخرين واتخاذ الأفعال. - فيثاغورس,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6909,كلما تملك الغضب في قلبك أكثر على ما عانيته في الماضي كلما فقدت الفرصة في احتمال حصولك على حب جديد في المستقبل. - باربرا دي انجليس,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6910,الغضب هو الرياح الوحيدة التي يمكنها أن تطفئ نور العقل. - روبرت جرين انجرسول,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6911,هم يريدون أن تموت الحكاية بالصمت كما ماتت جرائم أخرى، يريدون أن تموت الذاكرة ويموت الغضب ليستمر اللعب في الخفاء. - بهاء طاهر,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6912,من أفضل البر : الجود في العسر، والصدق في الغضب، والعفو عند المقدرة. - علي بن أبي طالب,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6913,الغضب والتعصب يعميان الإنسان عن الفهم الصحيح. - المهاتما غاندي,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6914,عندما يسيطر الغضب على الإنسان يصبح الإنسان كالدمية الخشبية التي تحرك من خلال صاحبها.. هكذا يفعل الغضب بالإنسان يحركه كما يشاء وفي الاتجاه الذي يدمر.. فلا تجعل غضبك يحولك لجماد ساكن يتحرك بك نحو الجحيم. - احمد محمد موسى,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6915,الجاهل يعرف بست خصال: الغضب من غير شيء، والكلام في غير نفع، والعطية في غير موضعها، وأن لا يعرف صديقه من عدوه، وإفشاء السر، والثقة بكل أحد. - علي ابن أبي طالب (خليفة وفيلسوف وصحابي عربي),التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6916,العقل يؤدي دوره حين يكون الجوّ صحوا، أما إذا حامت حوله سحب الغضب ؛ فإنّه ينسكب ويضعف، ويصبح ذليلا تابع للعاطفة العاصفة. - سلمان العودة,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6917,جوهر المرء في ثلاث: كتمان الفقر حتى يظن الناس من عفتك أنك غني وكتمان الغضب حتى يظن الناس أنك راضٍ وكتمان الشدة حتى يظن الناس أنك متنعم -الشافعي,التعصبُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%BA%D8%B6%D8%A8
6918,١ أقوال عن التكبر,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6919,٢ أقوال عن الغرور,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6920,٣ أقوال عن التعالي,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6921,"٤ قصائد عن الغرور
٤.١ قصيدة دَلَّيتَني بِغُرُورِ وَعْدِكَ في
٤.٢ قصيدة أيها المغرورُ، مهلا
",التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6922,٤.١ قصيدة دَلَّيتَني بِغُرُورِ وَعْدِكَ في,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6923,٤.٢ قصيدة أيها المغرورُ، مهلا,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%A3%D9%82%D9%88%D8%A7%D9%84_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6969,١  حكم عن التكبر,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6970,٢ حكم عن التكبر والتواضع,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
6971,٣ أبيات شعرية عن التكبر والغرور,التعاليُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D8%B9%D9%86_%D8%A7%D9%84%D8%AA%D9%83%D8%A8%D8%B1
7013,١ الأمثال العربية,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7014,٢ أمثال عن العزة والشجاعة,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7015,٣ أمثال عن الصبر والمواساة,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7016,٤ أمثال عن العلم والحكمة,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7017,٥ أمثال عن الصداقة,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7018,٦ أمثال عن الذكاء,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7019,٧ أمثال عن الخبرة في الحياة,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7020,٨ أمثال عن المشورة,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7021,٩ أمثال عن النصح,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7022,١٠ أمثال عن الجد والعمل,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7023,١١ أمثال عن السكوت والكلام,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7024,١٢ أمثال عن المدح ومكارم الأخلاق,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7025,١٣ أمثال عن العدل,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7026,١٤ أمثال عن الحذر,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7027,١٥ أمثال عن الحب,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
7028,١٦ فيديو أمثال شعبية,الجزعُ,web scrapping, Ahmed Adel,https://mawdoo3.com/%D8%AD%D9%83%D9%85_%D9%88%D8%A3%D9%85%D8%AB%D8%A7%D9%84_%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9
